operation_id,operation_date,region,country,shipment_mode,operation_type,weather_condition,shift,vendor_tier,distance_km,load_factor,load_band,delay_hours,delay_band,operator_experience_years,experience_band,maintenance_score,cost_usd,failure_probability,failed,severity,loss_usd
146,2024-01-07,Asia,India,Ocean,Cold Chain,Rain,Morning,Tier 1,1537.1,0.721,Moderate,24.8,24-48h,0.9,0-2y,74.9,3068.98,0.0334,0,None,0.0
147,2024-01-07,Latin America,Brazil,Air,Standard Shipment,Clear,Morning,Tier 1,1138.5,0.811,High,17.6,12-24h,3.4,2-5y,78.8,7971.24,0.0082,0,None,0.0
148,2024-01-07,Asia,China,Air,Standard Shipment,Rain,Night,Tier 2,1467.9,0.781,High,23.4,12-24h,1.4,0-2y,98.4,9669.56,0.0136,0,None,0.0
149,2024-01-07,Asia,India,Truck,Standard Shipment,Clear,Morning,Tier 3,1662.5,0.702,Moderate,24.8,24-48h,1.7,0-2y,83.0,2998.28,0.0202,0,None,0.0
150,2024-01-07,Asia,India,Rail,Standard Shipment,Clear,Morning,Tier 2,328.5,0.533,Low,16.0,12-24h,6.5,5-10y,68.0,1643.07,0.0118,0,None,0.0
151,2024-01-07,Latin America,Colombia,Truck,Cold Chain,Clear,Morning,Tier 1,2762.2,0.939,Critical,24.8,24-48h,7.2,5-10y,76.5,7050.5,0.0226,0,None,0.0
152,2024-01-07,Europe,Germany,Truck,Hazardous Goods,Clear,Morning,Tier 1,446.2,0.754,High,26.4,24-48h,5.0,2-5y,96.4,2119.72,0.0117,0,None,0.0
153,2024-01-07,Asia,India,Truck,Standard Shipment,Clear,Evening,Tier 1,2263.9,0.886,High,32.4,24-48h,0.7,0-2y,100.0,4225.62,0.0123,0,None,0.0
154,2024-01-07,Africa,Nigeria,Air,Standard Shipment,Rain,Morning,Tier 2,3067.7,0.772,High,17.7,12-24h,8.9,5-10y,64.1,18885.2,0.0139,0,None,0.0
155,2024-01-07,North America,Canada,Truck,Emergency Replenishment,Clear,Evening,Tier 3,1010.3,0.512,Low,54.0,48h+,1.7,0-2y,86.9,4622.32,0.0702,0,None,0.0
156,2024-01-07,Asia,India,Air,Standard Shipment,Rain,Morning,Tier 2,2501.0,0.768,High,24.0,12-24h,1.6,0-2y,73.5,15927.76,0.0183,0,None,0.0
157,2024-01-07,Africa,South Africa,Truck,Cold Chain,Clear,Morning,Tier 2,1781.1,0.814,High,12.7,12-24h,4.7,2-5y,66.3,4304.21,0.0241,0,None,0.0
158,2024-01-07,North America,Canada,Ocean,Standard Shipment,Storm,Evening,Tier 1,748.7,0.521,Low,42.7,24-48h,6.2,5-10y,61.1,1037.36,0.0642,0,None,0.0
159,2024-01-07,Asia,India,Air,Standard Shipment,Extreme Heat,Morning,Tier 2,1190.9,0.828,High,34.3,24-48h,1.5,0-2y,76.7,7957.66,0.0307,0,None,0.0
160,2024-01-07,Asia,China,Air,Standard Shipment,Clear,Morning,Tier 1,1634.7,0.654,Moderate,16.3,12-24h,4.1,2-5y,94.4,10501.5,0.0048,0,None,0.0
161,2024-01-07,Asia,China,Truck,Standard Shipment,Clear,Morning,Tier 1,2317.5,0.749,Moderate,21.0,12-24h,8.9,5-10y,88.7,4486.61,0.0054,0,None,0.0
162,2024-01-07,Africa,South Africa,Truck,Standard Shipment,Clear,Evening,Tier 1,512.6,0.691,Moderate,14.0,12-24h,4.1,2-5y,84.9,1633.42,0.0077,0,None,0.0
163,2024-01-07,Africa,South Africa,Truck,Emergency Replenishment,Clear,Morning,Tier 3,1462.1,0.768,High,19.6,12-24h,5.2,5-10y,73.5,5363.52,0.0399,0,None,0.0
164,2024-01-07,Europe,Germany,Truck,Standard Shipment,Clear,Night,Tier 2,2981.8,0.611,Moderate,12.5,12-24h,2.7,2-5y,70.8,4385.78,0.0185,0,None,0.0
165,2024-01-07,Latin America,Brazil,Air,Standard Shipment,Clear,Morning,Tier 3,931.2,0.87,High,26.1,24-48h,1.4,0-2y,89.9,6552.17,0.0197,0,None,0.0
166,2024-01-07,Europe,Netherlands,Truck,Standard Shipment,Rain,Morning,Tier 2,672.0,0.819,High,23.2,12-24h,2.6,2-5y,68.1,1870.03,0.0259,0,None,0.0
167,2024-01-07,Asia,China,Ocean,Standard Shipment,Extreme Heat,Evening,Tier 1,2006.5,0.703,Moderate,33.6,24-48h,4.0,2-5y,65.2,2525.83,0.0382,0,None,0.0
168,2024-01-07,North America,USA,Truck,Hazardous Goods,Clear,Evening,Tier 1,1226.9,0.545,Low,12.5,12-24h,7.4,5-10y,93.3,3656.43,0.0097,0,None,0.0
169,2024-01-08,Africa,Nigeria,Truck,High Value Cargo,Clear,Evening,Tier 2,1248.0,0.816,High,16.2,12-24h,6.6,5-10y,92.4,4164.7,0.011,0,None,0.0
170,2024-01-08,Africa,Nigeria,Truck,Standard Shipment,Clear,Night,Tier 1,4162.4,0.525,Low,16.6,12-24h,4.3,2-5y,95.5,5963.1,0.0075,0,None,0.0
171,2024-01-08,North America,Mexico,Truck,Standard Shipment,Rain,Morning,Tier 1,1835.2,0.876,High,19.5,12-24h,3.0,2-5y,79.6,3392.07,0.0162,0,None,0.0
172,2024-01-08,North America,Mexico,Air,Standard Shipment,Rain,Evening,Tier 2,969.8,0.734,Moderate,22.1,12-24h,7.5,5-10y,66.0,7059.68,0.0174,0,None,0.0
173,2024-01-08,Africa,South Africa,Air,Standard Shipment,Rain,Evening,Tier 2,1752.7,0.508,Low,15.8,12-24h,1.7,0-2y,100.0,10941.19,0.0092,0,None,0.0
174,2024-01-08,Latin America,Colombia,Truck,Standard Shipment,Extreme Heat,Evening,Tier 1,940.0,0.872,High,32.2,24-48h,6.4,5-10y,82.7,2780.45,0.0226,0,None,0.0
175,2024-01-08,Latin America,Colombia,Truck,Cold Chain,Rain,Evening,Tier 1,1340.6,0.889,High,17.9,12-24h,8.5,5-10y,92.0,4064.16,0.0162,0,None,0.0
176,2024-01-08,Europe,Germany,Air,Emergency Replenishment,Clear,Morning,Tier 2,2847.5,0.535,Low,11.7,0-12h,2.0,0-2y,84.5,43562.74,0.0174,0,None,0.0
177,2024-01-08,Latin America,Brazil,Truck,Cold Chain,Clear,Night,Tier 1,1321.5,0.57,Low,17.4,12-24h,8.8,5-10y,85.0,3871.67,0.0124,0,None,0.0
178,2024-01-08,Africa,Nigeria,Truck,Standard Shipment,Clear,Evening,Tier 2,679.9,0.786,High,15.0,12-24h,4.1,2-5y,98.1,1952.69,0.0076,0,None,0.0
179,2024-01-08,Africa,South Africa,Ocean,Standard Shipment,Clear,Morning,Tier 2,947.0,0.703,Moderate,20.6,12-24h,4.0,2-5y,69.7,1415.38,0.0187,0,None,0.0
180,2024-01-08,North America,USA,Rail,Standard Shipment,Clear,Morning,Tier 2,846.2,0.863,High,18.3,12-24h,1.9,0-2y,88.2,2042.04,0.0123,0,None,0.0
181,2024-01-08,Asia,India,Truck,High Value Cargo,Clear,Evening,Tier 1,2639.3,0.787,High,13.9,12-24h,7.3,5-10y,84.0,6604.32,0.0087,0,None,0.0
182,2024-01-08,Africa,South Africa,Truck,Standard Shipment,Clear,Morning,Tier 1,1671.0,0.668,Moderate,12.4,12-24h,4.1,2-5y,73.7,3127.5,0.0088,0,None,0.0
183,2024-01-08,Asia,India,Ocean,Cold Chain,Clear,Night,Tier 3,2849.4,0.66,Moderate,31.9,24-48h,3.7,2-5y,82.2,4088.01,0.0566,1,Medium,2405.11
184,2024-01-08,Latin America,Colombia,Truck,Emergency Replenishment,Extreme Heat,Morning,Tier 2,985.2,0.589,Low,26.3,24-48h,3.6,2-5y,73.0,4223.18,0.0547,0,None,0.0
185,2024-01-08,North America,Canada,Truck,Cold Chain,Clear,Morning,Tier 1,1009.6,0.99,Critical,22.1,12-24h,5.5,5-10y,90.6,3420.6,0.0195,0,None,0.0
186,2024-01-08,Africa,South Africa,Truck,Cold Chain,Clear,Evening,Tier 2,1340.3,0.936,Critical,19.4,12-24h,4.6,2-5y,97.8,4131.98,0.0205,0,None,0.0
187,2024-01-08,North America,Mexico,Air,Standard Shipment,Clear,Morning,Tier 3,584.2,0.98,Critical,22.0,12-24h,4.1,2-5y,56.0,4783.24,0.0502,0,None,0.0
188,2024-01-08,North America,Mexico,Truck,Standard Shipment,Rain,Night,Tier 1,582.4,0.601,Moderate,14.0,12-24h,3.5,2-5y,62.1,1314.58,0.0225,0,None,0.0
189,2024-01-08,Latin America,Colombia,Truck,Cold Chain,Extreme Heat,Night,Tier 1,1887.9,0.364,Low,24.4,24-48h,2.0,0-2y,69.2,4495.92,0.0507,0,None,0.0
190,2024-01-08,North America,Mexico,Truck,Standard Shipment,Clear,Morning,Tier 1,463.0,0.673,Moderate,12.1,12-24h,9.3,5-10y,94.1,1623.66,0.004,0,None,0.0
191,2024-01-08,Latin America,Brazil,Truck,Standard Shipment,Clear,Evening,Tier 1,1109.6,0.721,Moderate,16.8,12-24h,4.9,2-5y,70.1,2712.15,0.0112,0,None,0.0
192,2024-01-08,Asia,China,Air,Emergency Replenishment,Clear,Evening,Tier 1,459.7,0.72,Moderate,4.8,0-12h,6.2,5-10y,75.1,8282.15,0.0132,0,None,0.0
193,2024-01-09,Asia,China,Air,Standard Shipment,Clear,Evening,Tier 2,2746.0,0.717,Moderate,17.6,12-24h,1.7,0-2y,93.7,17014.9,0.0084,0,None,0.0
194,2024-01-09,Latin America,Brazil,Air,Standard Shipment,Storm,Evening,Tier 3,1024.5,0.803,High,31.0,24-48h,6.7,5-10y,100.0,7492.77,0.0293,0,None,0.0
195,2024-01-09,Asia,India,Truck,Standard Shipment,Clear,Morning,Tier 1,2853.7,0.402,Low,18.0,12-24h,1.5,0-2y,77.0,4685.71,0.0103,0,None,0.0
196,2024-01-09,Asia,China,Rail,Emergency Replenishment,Clear,Evening,Tier 2,1362.0,0.868,High,14.8,12-24h,4.5,2-5y,76.4,4072.62,0.032,0,None,0.0
197,2024-01-09,North America,Mexico,Air,Standard Shipment,Rain,Morning,Tier 1,30.0,0.717,Moderate,20.1,12-24h,4.8,2-5y,81.5,1035.18,0.0089,0,None,0.0
198,2024-01-09,North America,Canada,Air,Standard Shipment,Clear,Evening,Tier 2,744.1,0.856,High,16.5,12-24h,11.1,10y+,100.0,5920.29,0.0053,0,None,0.0
199,2024-01-09,Asia,India,Truck,High Value Cargo,Rain,Morning,Tier 1,998.7,0.571,Low,22.1,12-24h,0.6,0-2y,59.4,3405.99,0.0302,0,None,0.0
200,2024-01-09,North America,Mexico,Truck,Standard Shipment,Extreme Heat,Morning,Tier 2,338.4,0.7,Moderate,22.3,12-24h,2.7,2-5y,57.4,1871.38,0.038,0,None,0.0
201,2024-01-09,Latin America,Colombia,Truck,Cold Chain,Rain,Evening,Tier 1,713.1,0.799,High,30.0,24-48h,7.2,5-10y,65.5,2628.16,0.0313,0,None,0.0
202,2024-01-09,Europe,Germany,Truck,Cold Chain,Rain,Evening,Tier 2,907.5,0.448,Low,20.0,12-24h,1.5,0-2y,70.1,2706.25,0.0394,0,None,0.0
203,2024-01-09,Africa,Nigeria,Truck,Cold Chain,Clear,Morning,Tier 3,387.2,0.86,High,17.5,12-24h,9.3,5-10y,85.5,1983.01,0.0226,0,None,0.0
204,2024-01-09,Asia,China,Rail,Hazardous Goods,Clear,Morning,Tier 3,1303.9,0.511,Low,14.9,12-24h,0.3,0-2y,86.6,3105.07,0.0298,0,None,0.0
205,2024-01-09,North America,USA,Truck,High Value Cargo,Clear,Night,Tier 2,196.3,0.695,Moderate,13.8,12-24h,3.9,2-5y,75.5,1234.56,0.0202,0,None,0.0
206,2024-01-09,Africa,Nigeria,Air,Cold Chain,Extreme Heat,Night,Tier 1,1551.0,0.859,High,32.0,24-48h,1.9,0-2y,93.7,17168.0,0.0347,0,None,0.0
207,2024-01-09,North America,Mexico,Truck,High Value Cargo,Clear,Morning,Tier 3,565.4,0.39,Low,23.1,12-24h,1.5,0-2y,87.2,1859.05,0.0228,0,None,0.0
208,2024-01-09,Asia,China,Air,Standard Shipment,Rain,Morning,Tier 1,1098.0,0.574,Low,14.8,12-24h,1.2,0-2y,78.1,7108.02,0.0107,0,None,0.0
209,2024-01-09,Africa,South Africa,Truck,High Value Cargo,Clear,Morning,Tier 2,1603.1,0.542,Low,12.0,0-12h,2.7,2-5y,96.0,3975.94,0.0092,0,None,0.0
210,2024-01-09,North America,Mexico,Air,Hazardous Goods,Extreme Heat,Night,Tier 2,1627.0,0.919,Critical,23.5,12-24h,3.8,2-5y,77.5,19415.46,0.0729,0,None,0.0
211,2024-01-09,Asia,China,Ocean,Cold Chain,Rain,Night,Tier 1,1308.5,0.681,Moderate,33.2,24-48h,6.9,5-10y,83.7,2658.24,0.0309,0,None,0.0
212,2024-01-09,Latin America,Brazil,Truck,Standard Shipment,Clear,Evening,Tier 2,1083.6,0.844,High,23.1,12-24h,2.3,2-5y,88.3,3051.31,0.0148,0,None,0.0
213,2024-01-09,North America,USA,Air,Emergency Replenishment,Clear,Morning,Tier 1,1034.7,0.838,High,9.9,0-12h,4.2,2-5y,81.9,16973.02,0.0145,0,None,0.0
214,2024-01-09,Europe,Netherlands,Truck,Standard Shipment,Clear,Morning,Tier 3,1109.6,0.671,Moderate,14.9,12-24h,3.8,2-5y,87.5,2426.71,0.0135,0,None,0.0
215,2024-01-09,Africa,South Africa,Truck,Standard Shipment,Cold,Morning,Tier 1,1446.2,0.826,High,17.7,12-24h,2.3,2-5y,63.0,2550.71,0.0226,0,None,0.0
216,2024-01-09,Latin America,Chile,Rail,High Value Cargo,Extreme Heat,Night,Tier 2,809.8,0.569,Low,26.7,24-48h,11.0,10y+,76.4,2246.36,0.0273,0,None,0.0
217,2024-01-10,Europe,Germany,Truck,Hazardous Goods,Clear,Morning,Tier 2,3366.9,0.826,High,23.5,12-24h,4.2,2-5y,98.3,9104.52,0.0167,0,None,0.0
218,2024-01-10,Latin America,Colombia,Truck,Standard Shipment,Storm,Evening,Tier 2,3366.1,0.755,High,24.0,12-24h,4.5,2-5y,91.3,4998.14,0.0259,0,None,0.0
219,2024-01-10,Asia,India,Truck,Cold Chain,Rain,Night,Tier 1,374.1,0.397,Low,19.5,12-24h,6.1,5-10y,81.9,1487.39,0.0212,0,None,0.0
220,2024-01-10,Europe,Germany,Air,Standard Shipment,Clear,Evening,Tier 1,1442.4,0.906,Critical,14.2,12-24h,3.9,2-5y,65.7,9988.86,0.0157,0,None,0.0
221,2024-01-10,Europe,Germany,Air,Hazardous Goods,Rain,Morning,Tier 1,2687.4,0.968,Critical,18.8,12-24h,2.9,2-5y,100.0,30892.01,0.0207,0,None,0.0
222,2024-01-10,Europe,Germany,Ocean,Standard Shipment,Clear,Night,Tier 2,2647.0,0.494,Low,28.1,24-48h,10.9,10y+,81.8,2494.01,0.0149,0,None,0.0
223,2024-01-10,Africa,Nigeria,Truck,High Value Cargo,Rain,Evening,Tier 2,822.1,0.907,Critical,29.3,24-48h,8.2,5-10y,94.9,3117.07,0.0208,0,None,0.0
224,2024-01-10,Africa,South Africa,Ocean,Cold Chain,Rain,Morning,Tier 1,445.5,0.83,High,45.9,24-48h,2.8,2-5y,98.9,1931.31,0.0284,0,None,0.0
225,2024-01-10,Africa,Nigeria,Truck,Emergency Replenishment,Extreme Heat,Morning,Tier 1,329.9,0.82,High,21.5,12-24h,2.4,2-5y,100.0,2107.45,0.0241,0,None,0.0
226,2024-01-10,Latin America,Chile,Truck,Cold Chain,Clear,Morning,Tier 3,1910.7,0.711,Moderate,19.6,12-24h,0.9,0-2y,72.4,4984.54,0.0397,0,None,0.0
227,2024-01-10,North America,Mexico,Air,Standard Shipment,Clear,Morning,Tier 1,261.8,0.719,Moderate,8.2,0-12h,5.6,5-10y,72.6,2518.75,0.0065,0,None,0.0
228,2024-01-10,Asia,India,Air,Hazardous Goods,Rain,Morning,Tier 1,2002.4,0.673,Moderate,14.3,12-24h,5.8,5-10y,96.2,22726.94,0.0101,0,None,0.0
229,2024-01-10,Asia,China,Truck,Cold Chain,Clear,Evening,Tier 3,2723.8,0.602,Moderate,26.4,24-48h,3.7,2-5y,85.6,6666.94,0.0314,0,None,0.0
230,2024-01-10,Africa,South Africa,Truck,Cold Chain,Clear,Morning,Tier 1,1195.0,0.822,High,15.4,12-24h,2.7,2-5y,71.9,3287.91,0.0191,0,None,0.0
231,2024-01-10,Latin America,Brazil,Air,High Value Cargo,Clear,Night,Tier 2,1200.6,0.801,High,17.7,12-24h,1.9,0-2y,79.7,12215.14,0.0196,0,None,0.0
232,2024-01-10,Africa,South Africa,Truck,Standard Shipment,Clear,Evening,Tier 1,1217.0,0.694,Moderate,13.8,12-24h,4.5,2-5y,86.1,2281.86,0.0073,0,None,0.0
233,2024-01-10,Asia,India,Truck,Emergency Replenishment,Clear,Evening,Tier 2,1218.0,0.965,Critical,20.1,12-24h,4.5,2-5y,71.8,5162.0,0.0554,0,None,0.0
234,2024-01-10,North America,Canada,Air,Standard Shipment,Clear,Night,Tier 1,3411.3,0.64,Moderate,11.4,0-12h,4.3,2-5y,89.2,20670.32,0.0068,0,None,0.0
235,2024-01-10,Africa,South Africa,Air,Standard Shipment,Rain,Night,Tier 2,2138.0,0.748,Moderate,15.2,12-24h,7.1,5-10y,94.0,13855.01,0.0096,0,None,0.0
236,2024-01-10,North America,Mexico,Truck,Standard Shipment,Storm,Morning,Tier 2,697.8,0.722,Moderate,34.0,24-48h,1.7,0-2y,93.3,2005.6,0.0304,0,None,0.0
237,2024-01-10,North America,USA,Truck,Standard Shipment,Clear,Evening,Tier 2,2113.7,0.802,High,25.2,24-48h,5.2,5-10y,64.9,3673.48,0.0205,1,Low,500.47
238,2024-01-10,Europe,Germany,Truck,High Value Cargo,Clear,Evening,Tier 2,763.7,0.819,High,25.6,24-48h,9.9,5-10y,97.0,2585.27,0.0098,0,None,0.0
239,2024-01-10,Asia,India,Air,Hazardous Goods,Cold,Evening,Tier 1,527.0,0.54,Low,19.9,12-24h,5.2,5-10y,64.7,7041.89,0.03,0,None,0.0
240,2024-01-10,Latin America,Colombia,Truck,Cold Chain,Clear,Morning,Tier 1,639.8,0.564,Low,13.2,12-24h,5.8,5-10y,77.5,2138.87,0.0119,0,None,0.0
241,2024-01-11,Latin America,Brazil,Air,High Value Cargo,Storm,Night,Tier 2,227.4,0.613,Moderate,23.3,12-24h,2.7,2-5y,71.1,3094.85,0.0597,0,None,0.0
242,2024-01-11,Africa,Nigeria,Air,Standard Shipment,Clear,Night,Tier 2,2699.9,0.619,Moderate,6.0,0-12h,5.6,5-10y,77.9,16290.58,0.01,0,None,0.0
243,2024-01-11,Europe,Germany,Truck,Cold Chain,Clear,Morning,Tier 1,797.1,0.514,Low,8.6,0-12h,5.3,5-10y,87.6,2062.64,0.0088,0,None,0.0
244,2024-01-11,Asia,India,Truck,Standard Shipment,Clear,Evening,Tier 1,611.0,0.633,Moderate,24.1,24-48h,0.7,0-2y,99.2,1700.11,0.0078,0,None,0.0
245,2024-01-11,Africa,Nigeria,Truck,Standard Shipment,Rain,Morning,Tier 2,1180.8,0.594,Low,17.4,12-24h,4.7,2-5y,83.7,2391.42,0.0126,0,None,0.0
246,2024-01-11,North America,USA,Truck,Standard Shipment,Clear,Evening,Tier 2,30.0,0.759,High,15.4,12-24h,2.6,2-5y,70.8,1520.56,0.0161,0,None,0.0
247,2024-01-11,Africa,Nigeria,Ocean,Standard Shipment,Cold,Morning,Tier 3,447.7,0.395,Low,32.0,24-48h,1.9,0-2y,71.6,1371.68,0.0522,0,None,0.0
248,2024-01-11,Europe,Germany,Truck,Cold Chain,Clear,Evening,Tier 2,2997.0,0.704,Moderate,19.7,12-24h,1.6,0-2y,77.1,7241.05,0.0251,0,None,0.0
249,2024-01-11,Asia,China,Ocean,High Value Cargo,Clear,Night,Tier 2,1915.6,0.862,High,38.0,24-48h,3.9,2-5y,66.4,3120.88,0.0609,0,None,0.0
250,2024-01-11,North America,Mexico,Truck,Standard Shipment,Clear,Night,Tier 3,1720.8,0.898,High,21.8,12-24h,3.4,2-5y,86.0,3605.83,0.0317,0,None,0.0
251,2024-01-11,Europe,Netherlands,Air,Standard Shipment,Clear,Night,Tier 1,1303.5,0.564,Low,20.0,12-24h,0.9,0-2y,78.6,8349.13,0.0123,0,None,0.0
252,2024-01-11,Africa,South Africa,Truck,Emergency Replenishment,Clear,Morning,Tier 2,638.2,0.691,Moderate,14.7,12-24h,2.1,2-5y,100.0,2548.9,0.0148,0,None,0.0
253,2024-01-11,Asia,China,Truck,Standard Shipment,Clear,Morning,Tier 2,859.2,0.813,High,24.3,24-48h,1.6,0-2y,100.0,2473.83,0.0095,0,None,0.0
254,2024-01-11,Africa,South Africa,Air,Emergency Replenishment,Clear,Night,Tier 1,526.4,0.916,Critical,13.4,12-24h,5.0,2-5y,87.6,9675.05,0.0222,0,None,0.0
255,2024-01-11,Asia,China,Ocean,High Value Cargo,Clear,Evening,Tier 2,811.7,0.682,Moderate,36.2,24-48h,2.3,2-5y,72.2,2017.44,0.0363,0,None,0.0
256,2024-01-11,Europe,Netherlands,Air,Standard Shipment,Clear,Night,Tier 2,1376.9,1.011,Critical,15.4,12-24h,3.3,2-5y,77.9,9341.96,0.027,0,None,0.0
257,2024-01-11,North America,Mexico,Truck,High Value Cargo,Clear,Evening,Tier 1,929.4,0.441,Low,9.2,0-12h,8.5,5-10y,82.0,2178.83,0.0077,0,None,0.0
258,2024-01-11,Africa,South Africa,Truck,High Value Cargo,Rain,Evening,Tier 1,1873.5,0.861,High,12.3,12-24h,8.2,5-10y,100.0,5164.71,0.0089,0,None,0.0
259,2024-01-11,Latin America,Colombia,Truck,Standard Shipment,Rain,Evening,Tier 1,977.2,0.749,Moderate,14.3,12-24h,6.9,5-10y,89.0,2134.8,0.0079,0,None,0.0
260,2024-01-11,North America,Mexico,Ocean,Cold Chain,Clear,Evening,Tier 3,1409.2,0.95,Critical,30.8,24-48h,9.3,5-10y,85.2,3233.62,0.0526,0,None,0.0
261,2024-01-11,Asia,India,Ocean,High Value Cargo,Cold,Morning,Tier 2,601.7,0.318,Low,30.1,24-48h,2.9,2-5y,71.2,1738.69,0.0404,0,None,0.0
262,2024-01-11,Asia,China,Air,High Value Cargo,Clear,Evening,Tier 1,1433.5,0.641,Moderate,24.3,24-48h,1.5,0-2y,79.3,14697.09,0.0133,0,None,0.0
263,2024-01-11,Asia,China,Truck,Standard Shipment,Clear,Night,Tier 1,791.1,0.25,Low,23.9,12-24h,1.5,0-2y,79.6,1231.18,0.0147,0,None,0.0
264,2024-01-11,Latin America,Brazil,Truck,High Value Cargo,Clear,Morning,Tier 1,1354.7,0.709,Moderate,17.0,12-24h,9.6,5-10y,81.3,3753.3,0.0075,0,None,0.0
265,2024-01-12,Europe,Netherlands,Truck,Hazardous Goods,Rain,Morning,Tier 3,488.2,0.802,High,18.6,12-24h,1.0,0-2y,77.7,2462.91,0.0561,0,None,0.0
266,2024-01-12,Africa,South Africa,Rail,Cold Chain,Clear,Morning,Tier 2,1439.0,0.502,Low,19.9,12-24h,5.9,5-10y,84.4,3254.03,0.014,0,None,0.0
267,2024-01-12,Latin America,Colombia,Air,Emergency Replenishment,Extreme Heat,Morning,Tier 2,594.4,0.572,Low,18.3,12-24h,2.1,2-5y,62.7,9744.68,0.0561,0,None,0.0
268,2024-01-12,Latin America,Colombia,Truck,High Value Cargo,Storm,Morning,Tier 1,1208.9,0.611,Moderate,38.9,24-48h,4.4,2-5y,72.1,4138.55,0.0463,0,None,0.0
269,2024-01-12,Europe,Germany,Air,Standard Shipment,Clear,Night,Tier 2,3501.9,0.603,Moderate,11.1,0-12h,2.8,2-5y,66.2,21189.02,0.017,0,None,0.0
270,2024-01-12,Asia,China,Air,High Value Cargo,Rain,Evening,Tier 1,709.2,0.633,Moderate,17.4,12-24h,6.4,5-10y,64.7,7625.41,0.017,0,None,0.0
271,2024-01-12,Asia,China,Truck,Standard Shipment,Storm,Night,Tier 1,664.3,0.619,Moderate,35.2,24-48h,2.5,2-5y,95.3,2306.83,0.0294,0,None,0.0
272,2024-01-12,Europe,Germany,Truck,Hazardous Goods,Clear,Night,Tier 2,466.9,0.617,Moderate,12.7,12-24h,6.8,5-10y,97.4,2207.94,0.0146,0,None,0.0
273,2024-01-12,Africa,South Africa,Ocean,High Value Cargo,Cold,Evening,Tier 3,1444.9,0.721,Moderate,29.9,24-48h,3.0,2-5y,94.8,2729.58,0.0389,0,None,0.0
274,2024-01-12,Africa,South Africa,Air,Cold Chain,Clear,Morning,Tier 2,2957.1,0.695,Moderate,18.9,12-24h,1.0,0-2y,92.0,30150.08,0.0133,0,None,0.0
275,2024-01-12,North America,Mexico,Truck,Standard Shipment,Clear,Evening,Tier 1,1880.6,0.547,Low,22.8,12-24h,5.9,5-10y,70.0,2838.64,0.0118,0,None,0.0
276,2024-01-12,Latin America,Brazil,Truck,Cold Chain,Clear,Morning,Tier 2,1245.6,0.974,Critical,26.2,24-48h,4.0,2-5y,100.0,4539.35,0.0226,0,None,0.0
277,2024-01-12,Europe,Germany,Ocean,Cold Chain,Clear,Evening,Tier 1,2456.9,0.702,Moderate,31.6,24-48h,5.8,5-10y,87.8,3158.89,0.0181,0,None,0.0
278,2024-01-12,Asia,China,Air,Hazardous Goods,Clear,Night,Tier 3,575.6,0.884,High,20.5,12-24h,5.9,5-10y,77.5,8176.02,0.0507,0,None,0.0
279,2024-01-12,North America,Mexico,Ocean,Standard Shipment,Clear,Evening,Tier 2,626.3,0.517,Low,56.5,48h+,3.7,2-5y,87.1,1645.63,0.0262,0,None,0.0
280,2024-01-12,Africa,Nigeria,Air,Standard Shipment,Rain,Night,Tier 2,2690.9,0.532,Low,19.3,12-24h,2.7,2-5y,73.9,16374.06,0.0215,0,None,0.0
281,2024-01-12,North America,USA,Truck,High Value Cargo,Clear,Morning,Tier 2,3524.7,0.672,Moderate,7.0,0-12h,3.8,2-5y,86.0,7941.09,0.0101,0,None,0.0
282,2024-01-12,Latin America,Colombia,Truck,High Value Cargo,Rain,Evening,Tier 3,2476.1,0.668,Moderate,12.3,12-24h,17.4,10y+,100.0,5902.98,0.0086,0,None,0.0
283,2024-01-12,Africa,South Africa,Truck,Standard Shipment,Clear,Morning,Tier 2,2748.2,0.786,High,14.1,12-24h,6.2,5-10y,77.6,4740.5,0.0099,0,None,0.0
284,2024-01-12,North America,Mexico,Ocean,Standard Shipment,Clear,Morning,Tier 1,1101.6,0.74,Moderate,32.0,24-48h,1.5,0-2y,66.7,2499.71,0.0214,0,None,0.0
285,2024-01-12,Asia,China,Truck,Cold Chain,Storm,Morning,Tier 1,92.6,0.741,Moderate,33.5,24-48h,5.2,5-10y,85.4,1841.5,0.0367,0,None,0.0
286,2024-01-12,North America,USA,Truck,Standard Shipment,Clear,Morning,Tier 2,811.3,0.752,High,12.2,12-24h,4.8,2-5y,79.6,1971.69,0.0096,0,None,0.0
287,2024-01-12,North America,Mexico,Truck,Emergency Replenishment,Clear,Morning,Tier 1,2543.0,0.718,Moderate,9.6,0-12h,2.0,0-2y,81.7,9160.25,0.0161,0,None,0.0
288,2024-01-12,Latin America,Colombia,Truck,Standard Shipment,Storm,Night,Tier 2,1013.1,0.912,Critical,44.1,24-48h,4.4,2-5y,75.6,2932.35,0.0946,0,None,0.0
289,2024-01-13,Latin America,Chile,Air,High Value Cargo,Clear,Evening,Tier 1,2280.9,0.467,Low,13.1,12-24h,7.8,5-10y,81.7,22296.58,0.0073,0,None,0.0
290,2024-01-13,Asia,China,Air,High Value Cargo,Clear,Morning,Tier 2,1436.7,0.812,High,23.6,12-24h,2.1,2-5y,100.0,14722.21,0.0098,0,None,0.0
291,2024-01-13,North America,USA,Truck,High Value Cargo,Storm,Morning,Tier 2,787.3,0.854,High,41.2,24-48h,3.3,2-5y,77.2,3248.55,0.073,0,None,0.0
